dataset_id,source_row,source_column,cell_text,resolved_text,cell_type,is_merged,merged_range
dataset_511d56f332a5b5366fab2f30,4,9,20.57%,20.57%,text,False,
dataset_511d56f332a5b5366fab2f30,4,10,100%,100%,text,False,
dataset_bf22e5b5652536981e06b029,1,1,表7 2018年人民检察院纠正违法情况统计表,表7 2018年人民检察院纠正违法情况统计表,text,False,
dataset_bf22e5b5652536981e06b029,1,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,1,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,1,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,1,5,,,blank,False,
dataset_bf22e5b5652536981e06b029,2,1,项 目,项 目,text,True,$A$2:$A$3
dataset_bf22e5b5652536981e06b029,2,2,书面提出纠正,书面提出纠正,text,True,$B$2:$C$2
dataset_bf22e5b5652536981e06b029,2,3,,书面提出纠正,blank,True,$B$2:$C$2
dataset_bf22e5b5652536981e06b029,2,4,已 纠 正,已 纠 正,text,True,$D$2:$E$2
dataset_bf22e5b5652536981e06b029,2,5,,已 纠 正,blank,True,$D$2:$E$2
dataset_bf22e5b5652536981e06b029,3,1,,项 目,blank,True,$A$2:$A$3
dataset_bf22e5b5652536981e06b029,3,2,件 次,件 次,text,False,
dataset_bf22e5b5652536981e06b029,3,3,人次,人次,text,False,
dataset_bf22e5b5652536981e06b029,3,4,件次,件次,text,False,
dataset_bf22e5b5652536981e06b029,3,5,人次,人次,text,False,
dataset_bf22e5b5652536981e06b029,4,1,合 计,合 计,text,False,
dataset_bf22e5b5652536981e06b029,4,2,114989,114989,text,False,
dataset_bf22e5b5652536981e06b029,4,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,4,4,99865,99865,text,False,
dataset_bf22e5b5652536981e06b029,4,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,5,1,立案监督小计,立案监督小计,text,False,
dataset_bf22e5b5652536981e06b029,5,2,46588,46588,text,False,
dataset_bf22e5b5652536981e06b029,5,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,5,4,40600,40600,text,False,
dataset_bf22e5b5652536981e06b029,5,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,6,1,监督立案,监督立案,text,False,
dataset_bf22e5b5652536981e06b029,6,2,26866,26866,text,False,
dataset_bf22e5b5652536981e06b029,6,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,6,4,22215,22215,text,False,
dataset_bf22e5b5652536981e06b029,6,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,7,1,监督撤案,监督撤案,text,False,
dataset_bf22e5b5652536981e06b029,7,2,19722,19722,text,False,
dataset_bf22e5b5652536981e06b029,7,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,7,4,18385,18385,text,False,
dataset_bf22e5b5652536981e06b029,7,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,8,1,侦查监督小计,侦查监督小计,text,False,
dataset_bf22e5b5652536981e06b029,8,2,58744,58744,text,False,
dataset_bf22e5b5652536981e06b029,8,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,8,4,50455,50455,text,False,
dataset_bf22e5b5652536981e06b029,8,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,9,1,审查批捕环节,审查批捕环节,text,False,
dataset_bf22e5b5652536981e06b029,9,2,34652,34652,text,False,
dataset_bf22e5b5652536981e06b029,9,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,9,4,30834,30834,text,False,
dataset_bf22e5b5652536981e06b029,9,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,10,1,审查起诉环节,审查起诉环节,text,False,
dataset_bf22e5b5652536981e06b029,10,2,24092,24092,text,False,
dataset_bf22e5b5652536981e06b029,10,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,10,4,19621,19621,text,False,
dataset_bf22e5b5652536981e06b029,10,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,11,1,刑事审判监督,刑事审判监督,text,False,
dataset_bf22e5b5652536981e06b029,11,2,9657,9657,text,False,
dataset_bf22e5b5652536981e06b029,11,3,-,-,text,False,
dataset_bf22e5b5652536981e06b029,11,4,8810,8810,text,False,
dataset_bf22e5b5652536981e06b029,11,5,-,-,text,False,
dataset_bf22e5b5652536981e06b029,12,1,刑罚执行监督小计,刑罚执行监督小计,text,False,
dataset_bf22e5b5652536981e06b029,12,2,-,-,text,False,
dataset_bf22e5b5652536981e06b029,12,3,113146,113146,text,False,
dataset_bf22e5b5652536981e06b029,12,4,-,-,text,False,
dataset_bf22e5b5652536981e06b029,12,5,108605,108605,text,False,
dataset_bf22e5b5652536981e06b029,13,1,监管活动违法,监管活动违法,text,False,
dataset_bf22e5b5652536981e06b029,13,2,-,-,text,False,
dataset_bf22e5b5652536981e06b029,13,3,25509,25509,text,False,
dataset_bf22e5b5652536981e06b029,13,4,-,-,text,False,
dataset_bf22e5b5652536981e06b029,13,5,25283,25283,text,False,
dataset_bf22e5b5652536981e06b029,14,1,超期羁押,超期羁押,text,False,
dataset_bf22e5b5652536981e06b029,14,2,-,-,text,False,
dataset_bf22e5b5652536981e06b029,14,3,1646,1646,text,False,
dataset_bf22e5b5652536981e06b029,14,4,-,-,text,False,
dataset_bf22e5b5652536981e06b029,14,5,1471,1471,text,False,
dataset_bf22e5b5652536981e06b029,15,1,监外执行和社区矫正,监外执行和社区矫正,text,False,
dataset_bf22e5b5652536981e06b029,15,2,-,-,text,False,
dataset_bf22e5b5652536981e06b029,15,3,43661,43661,text,False,
dataset_bf22e5b5652536981e06b029,15,4,-,-,text,False,
dataset_bf22e5b5652536981e06b029,15,5,42564,42564,text,False,
dataset_bf22e5b5652536981e06b029,16,1,减刑假释暂予监外执行不当,减刑假释暂予监外执行不当,text,False,
dataset_bf22e5b5652536981e06b029,16,2,-,-,text,False,
dataset_bf22e5b5652536981e06b029,16,3,42330,42330,text,False,
dataset_bf22e5b5652536981e06b029,16,4,-,-,text,False,
dataset_bf22e5b5652536981e06b029,16,5,39287,39287,text,False,
dataset_bf22e5b5652536981e06b029,17,1,,,blank,False,
dataset_bf22e5b5652536981e06b029,17,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,17,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,17,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,17,5,,,blank,False,
dataset_bf22e5b5652536981e06b029,18,1,指标解释:,指标解释:,text,False,
dataset_bf22e5b5652536981e06b029,18,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,18,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,18,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,18,5,,,blank,False,
dataset_bf22e5b5652536981e06b029,19,1,1.立案监督:指人民检察院对侦查机关刑事立案活动的监督。包括对应当立案而不立案的监督和对不应,1.立案监督:指人民检察院对侦查机关刑事立案活动的监督。包括对应当立案而不立案的监督和对不应,text,False,
dataset_bf22e5b5652536981e06b029,19,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,19,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,19,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,19,5,,,blank,False,
dataset_bf22e5b5652536981e06b029,20,1,当立案而立案的监督。,当立案而立案的监督。,text,False,
dataset_bf22e5b5652536981e06b029,20,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,20,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,20,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,20,5,,,blank,False,
dataset_bf22e5b5652536981e06b029,21,1,2.监督立案:包括侦查机关接到要求说明不立案理由后主动立案和执行通知立案。,2.监督立案:包括侦查机关接到要求说明不立案理由后主动立案和执行通知立案。,text,False,
dataset_bf22e5b5652536981e06b029,21,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,21,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,21,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,21,5,,,blank,False,
dataset_bf22e5b5652536981e06b029,22,1,3.监督撤案:指人民检察院已纠正的不应当立案而立案的案件。,3.监督撤案:指人民检察院已纠正的不应当立案而立案的案件。,text,False,
dataset_bf22e5b5652536981e06b029,22,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,22,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,22,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,22,5,,,blank,False,
dataset_bf22e5b5652536981e06b029,23,1,4.监管活动:指人民检察院对监狱等监管改造场所的管理活动进行的监督。,4.监管活动:指人民检察院对监狱等监管改造场所的管理活动进行的监督。,text,False,
dataset_bf22e5b5652536981e06b029,23,2,,,blank,False,
dataset_bf22e5b5652536981e06b029,23,3,,,blank,False,
dataset_bf22e5b5652536981e06b029,23,4,,,blank,False,
dataset_bf22e5b5652536981e06b029,23,5,,,blank,False,
dataset_f011ea0b21e026b7891f263d,1,1,表7 2018年全国法院区际司法协助案件情况统计表,表7 2018年全国法院区际司法协助案件情况统计表,text,False,
dataset_f011ea0b21e026b7891f263d,1,2,,,blank,False,
dataset_f011ea0b21e026b7891f263d,1,3,,,blank,False,
dataset_f011ea0b21e026b7891f263d,1,4,,,blank,False,
dataset_f011ea0b21e026b7891f263d,2,1,(单位:件),(单位:件),text,False,
dataset_f011ea0b21e026b7891f263d,2,2,,,blank,False,
dataset_f011ea0b21e026b7891f263d,2,3,,,blank,False,
dataset_f011ea0b21e026b7891f263d,2,4,,,blank,False,
dataset_f011ea0b21e026b7891f263d,3,1,案件类别,案件类别,text,False,
dataset_f011ea0b21e026b7891f263d,3,2,收 案,收 案,text,False,
dataset_f011ea0b21e026b7891f263d,3,3,结 案,结 案,text,False,
dataset_f011ea0b21e026b7891f263d,3,4,未 结,未 结,text,False,
dataset_f011ea0b21e026b7891f263d,4,1,合 计,合 计,text,False,
dataset_f011ea0b21e026b7891f263d,4,2,18632,18632,text,False,
dataset_f011ea0b21e026b7891f263d,4,3,15495,15495,text,False,
dataset_f011ea0b21e026b7891f263d,4,4,9755,9755,text,False,
dataset_f011ea0b21e026b7891f263d,5,1,认可与执行申请审查,认可与执行申请审查,text,False,
dataset_f011ea0b21e026b7891f263d,5,2,109,109,text,False,
dataset_f011ea0b21e026b7891f263d,5,3,85,85,text,False,
dataset_f011ea0b21e026b7891f263d,5,4,60,60,text,False,
dataset_f011ea0b21e026b7891f263d,6,1,送达文书,送达文书,text,False,
dataset_f011ea0b21e026b7891f263d,6,2,17324,17324,text,False,
dataset_f011ea0b21e026b7891f263d,6,3,14585,14585,text,False,
dataset_f011ea0b21e026b7891f263d,6,4,8556,8556,text,False,
dataset_f011ea0b21e026b7891f263d,7,1,调查取证,调查取证,text,False,
dataset_f011ea0b21e026b7891f263d,7,2,1197,1197,text,False,
dataset_f011ea0b21e026b7891f263d,7,3,825,825,text,False,
dataset_f011ea0b21e026b7891f263d,7,4,1137,1137,text,False,
dataset_f011ea0b21e026b7891f263d,8,1,被判刑人移管,被判刑人移管,text,False,
dataset_f011ea0b21e026b7891f263d,8,2,,,blank,False,
dataset_f011ea0b21e026b7891f263d,8,3,,,blank,False,
dataset_f011ea0b21e026b7891f263d,8,4,,,blank,False,
dataset_f011ea0b21e026b7891f263d,9,1,罪赃移交,罪赃移交,text,False,
dataset_f011ea0b21e026b7891f263d,9,2,2,2,text,False,
dataset_f011ea0b21e026b7891f263d,9,3,,,blank,False,
dataset_f011ea0b21e026b7891f263d,9,4,2,2,text,False,
dataset_21e7bbf49179802d555cda33,1,1,表7,表7,text,False,
dataset_21e7bbf49179802d555cda33,1,2,,,blank,False,
dataset_21e7bbf49179802d555cda33,1,3,,,blank,False,
dataset_21e7bbf49179802d555cda33,1,4,,,blank,False,
dataset_21e7bbf49179802d555cda33,1,5,,,blank,False,
dataset_21e7bbf49179802d555cda33,2,1,残疾人福利情况登记表,残疾人福利情况登记表,text,False,
dataset_21e7bbf49179802d555cda33,2,2,,,blank,False,
dataset_21e7bbf49179802d555cda33,2,3,,,blank,False,
dataset_21e7bbf49179802d555cda33,2,4,,,blank,False,
dataset_21e7bbf49179802d555cda33,2,5,,,blank,False,
dataset_21e7bbf49179802d555cda33,3,1,指 标,指 标,text,False,
dataset_21e7bbf49179802d555cda33,3,2,单位,单位,text,False,
dataset_21e7bbf49179802d555cda33,3,3,2018 年,2018 年,text,False,
dataset_21e7bbf49179802d555cda33,3,4,2017 年,2017 年,text,False,
dataset_21e7bbf49179802d555cda33,3,5,比上年增长(%),比上年增长(%),text,False,
dataset_21e7bbf49179802d555cda33,4,1,困难残疾人生活补贴对象,困难残疾人生活补贴对象,text,False,
dataset_21e7bbf49179802d555cda33,4,2,万人,万人,text,False,
dataset_21e7bbf49179802d555cda33,4,3,1 005.8,1 005.8,text,False,
dataset_21e7bbf49179802d555cda33,4,4,1 019.2,1 019.2,text,False,
dataset_21e7bbf49179802d555cda33,4,5,-1.3,-1.3,text,False,
dataset_21e7bbf49179802d555cda33,5,1,重度残疾人护理补贴对象,重度残疾人护理补贴对象,text,False,
dataset_21e7bbf49179802d555cda33,5,2,万人,万人,text,False,
dataset_21e7bbf49179802d555cda33,5,3,1 193.0,1 193.0,text,False,
dataset_21e7bbf49179802d555cda33,5,4,1 053.7,1 053.7,text,False,
dataset_21e7bbf49179802d555cda33,5,5,13.2,13.2,text,False,
dataset_466e1430aea7fa2edfba81af,1,1,表7,表7,text,False,
dataset_466e1430aea7fa2edfba81af,1,2,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,3,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,4,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,5,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,6,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,7,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,8,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,9,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,10,,,blank,False,
dataset_466e1430aea7fa2edfba81af,1,11,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,1,行政复议案件审结情况统计表,行政复议案件审结情况统计表,text,False,
dataset_466e1430aea7fa2edfba81af,2,2,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,3,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,4,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,5,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,6,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,7,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,8,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,9,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,10,,,blank,False,
dataset_466e1430aea7fa2edfba81af,2,11,,,blank,False,
dataset_466e1430aea7fa2edfba81af,3,1,审理 结果,审理 结果,text,True,$A$3:$A$4
dataset_466e1430aea7fa2edfba81af,3,2,维持,维持,text,True,$B$3:$B$4
dataset_466e1430aea7fa2edfba81af,3,3,驳回,驳回,text,True,$C$3:$C$4
dataset_466e1430aea7fa2edfba81af,3,4,确认 违法,确认 违法,text,True,$D$3:$D$4
dataset_466e1430aea7fa2edfba81af,3,5,撤销,撤销,text,True,$E$3:$E$4
dataset_466e1430aea7fa2edfba81af,3,6,变更,变更,text,True,$F$3:$F$4
dataset_466e1430aea7fa2edfba81af,3,7,责令 履行,责令 履行,text,True,$G$3:$G$4
dataset_466e1430aea7fa2edfba81af,3,8,终 止,终 止,text,True,$H$3:$I$3
dataset_466e1430aea7fa2edfba81af,3,9,,终 止,blank,True,$H$3:$I$3
dataset_466e1430aea7fa2edfba81af,3,10,其他,其他,text,True,$J$3:$J$4
dataset_466e1430aea7fa2edfba81af,3,11,总计,总计,text,True,$K$3:$K$4
dataset_466e1430aea7fa2edfba81af,4,1,,审理 结果,blank,True,$A$3:$A$4
dataset_466e1430aea7fa2edfba81af,4,2,,维持,blank,True,$B$3:$B$4
dataset_466e1430aea7fa2edfba81af,4,3,,驳回,blank,True,$C$3:$C$4
dataset_466e1430aea7fa2edfba81af,4,4,,确认 违法,blank,True,$D$3:$D$4
dataset_466e1430aea7fa2edfba81af,4,5,,撤销,blank,True,$E$3:$E$4
dataset_466e1430aea7fa2edfba81af,4,6,,变更,blank,True,$F$3:$F$4
dataset_466e1430aea7fa2edfba81af,4,7,,责令 履行,blank,True,$G$3:$G$4
dataset_466e1430aea7fa2edfba81af,4,8,调解 (和解),调解 (和解),text,False,
dataset_466e1430aea7fa2edfba81af,4,9,其他,其他,text,False,
dataset_466e1430aea7fa2edfba81af,4,10,,其他,blank,True,$J$3:$J$4
dataset_466e1430aea7fa2edfba81af,4,11,,总计,blank,True,$K$3:$K$4
dataset_466e1430aea7fa2edfba81af,5,1,数量,数量,text,False,
dataset_466e1430aea7fa2edfba81af,5,2,99930,99930,text,False,
dataset_466e1430aea7fa2edfba81af,5,3,23721,23721,text,False,
dataset_466e1430aea7fa2edfba81af,5,4,5951,5951,text,False,
dataset_466e1430aea7fa2edfba81af,5,5,19502,19502,text,False,
dataset_466e1430aea7fa2edfba81af,5,6,409,409,text,False,
dataset_466e1430aea7fa2edfba81af,5,7,3862,3862,text,False,
dataset_466e1430aea7fa2edfba81af,5,8,19771,19771,text,False,
dataset_466e1430aea7fa2edfba81af,5,9,20953,20953,text,False,
dataset_466e1430aea7fa2edfba81af,5,10,2617,2617,text,False,
dataset_466e1430aea7fa2edfba81af,5,11,196716,196716,text,False,
dataset_466e1430aea7fa2edfba81af,6,1,百分比,百分比,text,False,
dataset_466e1430aea7fa2edfba81af,6,2,50.8%,50.8%,text,False,
dataset_466e1430aea7fa2edfba81af,6,3,12.06%,12.06%,text,False,
dataset_466e1430aea7fa2edfba81af,6,4,3.03?,3.03?,text,False,
dataset_466e1430aea7fa2edfba81af,6,5,9.91%,9.91%,text,False,
dataset_466e1430aea7fa2edfba81af,6,6,0.21%,0.21%,text,False,
dataset_466e1430aea7fa2edfba81af,6,7,1.96%,1.96%,text,False,
dataset_466e1430aea7fa2edfba81af,6,8,10.05%,10.05%,text,False,
dataset_466e1430aea7fa2edfba81af,6,9,10.65%,10.65%,text,False,
dataset_466e1430aea7fa2edfba81af,6,10,1.33%,1.33%,text,False,
dataset_466e1430aea7fa2edfba81af,6,11,100%,100%,text,False,
dataset_e2864a2e0c6aa0822552ca31,1,1,表8 2018年人民检察院办理刑事申诉案件情况统计表,表8 2018年人民检察院办理刑事申诉案件情况统计表,text,False,
dataset_e2864a2e0c6aa0822552ca31,1,2,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,1,3,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,1,4,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,1,5,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,2,1,(单位:件),(单位:件),text,False,
dataset_e2864a2e0c6aa0822552ca31,2,2,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,2,3,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,2,4,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,2,5,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,3,1,案件类别,案件类别,text,True,$A$3:$A$4
dataset_e2864a2e0c6aa0822552ca31,3,2,受 理,受 理,text,True,$B$3:$B$4
dataset_e2864a2e0c6aa0822552ca31,3,3,立案复查,立案复查,text,True,$C$3:$C$4
dataset_e2864a2e0c6aa0822552ca31,3,4,结 案,结 案,text,True,$D$3:$E$3
dataset_e2864a2e0c6aa0822552ca31,3,5,,结 案,blank,True,$D$3:$E$3
dataset_e2864a2e0c6aa0822552ca31,4,1,,案件类别,blank,True,$A$3:$A$4
dataset_e2864a2e0c6aa0822552ca31,4,2,,受 理,blank,True,$B$3:$B$4
dataset_e2864a2e0c6aa0822552ca31,4,3,,立案复查,blank,True,$C$3:$C$4
dataset_e2864a2e0c6aa0822552ca31,4,4,小 计,小 计,text,False,
dataset_e2864a2e0c6aa0822552ca31,4,5,其中改变原决定,其中改变原决定,text,False,
dataset_e2864a2e0c6aa0822552ca31,5,1,合 计,合 计,text,False,
dataset_e2864a2e0c6aa0822552ca31,5,2,16926,16926,text,False,
dataset_e2864a2e0c6aa0822552ca31,5,3,7553,7553,text,False,
dataset_e2864a2e0c6aa0822552ca31,5,4,6731,6731,text,False,
dataset_e2864a2e0c6aa0822552ca31,5,5,247,247,text,False,
dataset_e2864a2e0c6aa0822552ca31,6,1,不服不批捕,不服不批捕,text,False,
dataset_e2864a2e0c6aa0822552ca31,6,2,187,187,text,False,
dataset_e2864a2e0c6aa0822552ca31,6,3,106,106,text,False,
dataset_e2864a2e0c6aa0822552ca31,6,4,111,111,text,False,
dataset_e2864a2e0c6aa0822552ca31,6,5,22,22,text,False,
dataset_e2864a2e0c6aa0822552ca31,7,1,不服不起诉,不服不起诉,text,False,
dataset_e2864a2e0c6aa0822552ca31,7,2,3375,3375,text,False,
dataset_e2864a2e0c6aa0822552ca31,7,3,2629,2629,text,False,
dataset_e2864a2e0c6aa0822552ca31,7,4,2276,2276,text,False,
dataset_e2864a2e0c6aa0822552ca31,7,5,206,206,text,False,
dataset_e2864a2e0c6aa0822552ca31,8,1,不服撤案,不服撤案,text,False,
dataset_e2864a2e0c6aa0822552ca31,8,2,28,28,text,False,
dataset_e2864a2e0c6aa0822552ca31,8,3,11,11,text,False,
dataset_e2864a2e0c6aa0822552ca31,8,4,10,10,text,False,
dataset_e2864a2e0c6aa0822552ca31,8,5,1,1,text,False,
dataset_e2864a2e0c6aa0822552ca31,9,1,不服其他诉讼终结的刑事处 理决定,不服其他诉讼终结的刑事处 理决定,text,False,
dataset_e2864a2e0c6aa0822552ca31,9,2,189,189,text,False,
dataset_e2864a2e0c6aa0822552ca31,9,3,66,66,text,False,
dataset_e2864a2e0c6aa0822552ca31,9,4,62,62,text,False,
dataset_e2864a2e0c6aa0822552ca31,9,5,18,18,text,False,
dataset_e2864a2e0c6aa0822552ca31,10,1,不服刑事判决裁定,不服刑事判决裁定,text,False,
dataset_e2864a2e0c6aa0822552ca31,10,2,13147,13147,text,False,
dataset_e2864a2e0c6aa0822552ca31,10,3,4741,4741,text,False,
dataset_e2864a2e0c6aa0822552ca31,10,4,4272,4272,text,False,
dataset_e2864a2e0c6aa0822552ca31,10,5,-,-,text,False,
dataset_e2864a2e0c6aa0822552ca31,11,1,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,11,2,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,11,3,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,11,4,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,11,5,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,12,1,指标解释:,指标解释:,text,False,
dataset_e2864a2e0c6aa0822552ca31,12,2,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,12,3,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,12,4,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,12,5,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,13,1,1.受理:指人民检察院接受申诉案件。包括来信来访。,1.受理:指人民检察院接受申诉案件。包括来信来访。,text,False,
dataset_e2864a2e0c6aa0822552ca31,13,2,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,13,3,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,13,4,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,13,5,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,14,1,"2.立案复查:指人民检察院接受申诉后,经审查决定立案进行复查。","2.立案复查:指人民检察院接受申诉后,经审查决定立案进行复查。",text,False,
dataset_e2864a2e0c6aa0822552ca31,14,2,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,14,3,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,14,4,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,14,5,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,15,1,3.结案:指立案复查有结果的案件。,3.结案:指立案复查有结果的案件。,text,False,
dataset_e2864a2e0c6aa0822552ca31,15,2,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,15,3,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,15,4,,,blank,False,
dataset_e2864a2e0c6aa0822552ca31,15,5,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,1,1,表8 2018年全国法院国际司法协助案件情况统计表,表8 2018年全国法院国际司法协助案件情况统计表,text,False,
dataset_f41594e7fa29d08071efd1c5,1,2,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,1,3,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,1,4,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,2,1,(单位:件),(单位:件),text,False,
dataset_f41594e7fa29d08071efd1c5,2,2,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,2,3,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,2,4,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,3,1,案件类别,案件类别,text,False,
dataset_f41594e7fa29d08071efd1c5,3,2,收 案,收 案,text,False,
dataset_f41594e7fa29d08071efd1c5,3,3,结 案,结 案,text,False,
dataset_f41594e7fa29d08071efd1c5,3,4,未结,未结,text,False,
dataset_f41594e7fa29d08071efd1c5,4,1,合 计,合 计,text,False,
dataset_f41594e7fa29d08071efd1c5,4,2,7192,7192,text,False,
dataset_f41594e7fa29d08071efd1c5,4,3,5664,5664,text,False,
dataset_f41594e7fa29d08071efd1c5,4,4,6735,6735,text,False,
dataset_f41594e7fa29d08071efd1c5,5,1,承认与执行申请审查,承认与执行申请审查,text,False,
dataset_f41594e7fa29d08071efd1c5,5,2,903,903,text,False,
dataset_f41594e7fa29d08071efd1c5,5,3,858,858,text,False,
dataset_f41594e7fa29d08071efd1c5,5,4,120,120,text,False,
dataset_f41594e7fa29d08071efd1c5,6,1,送达文书,送达文书,text,False,
dataset_f41594e7fa29d08071efd1c5,6,2,6266,6266,text,False,
dataset_f41594e7fa29d08071efd1c5,6,3,4793,4793,text,False,
dataset_f41594e7fa29d08071efd1c5,6,4,6563,6563,text,False,
dataset_f41594e7fa29d08071efd1c5,7,1,调查取证,调查取证,text,False,
dataset_f41594e7fa29d08071efd1c5,7,2,23,23,text,False,
dataset_f41594e7fa29d08071efd1c5,7,3,13,13,text,False,
dataset_f41594e7fa29d08071efd1c5,7,4,52,52,text,False,
dataset_f41594e7fa29d08071efd1c5,8,1,被判刑人移管,被判刑人移管,text,False,
dataset_f41594e7fa29d08071efd1c5,8,2,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,8,3,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,8,4,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,9,1,引渡,引渡,text,False,
dataset_f41594e7fa29d08071efd1c5,9,2,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,9,3,,,blank,False,
dataset_f41594e7fa29d08071efd1c5,9,4,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,1,1,表8省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列),表8省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列),text,False,
dataset_1c0307ed7c0789ed29cf9415,1,2,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,1,3,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,1,4,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,1,5,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,1,6,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,1,7,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,1,8,,,blank,False,
dataset_1c0307ed7c0789ed29cf9415,2,1,省份,省份,text,False,
dataset_1c0307ed7c0789ed29cf9415,2,2,数量,数量,text,False,
